text,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
정의당 마지막 유세 못 가서 유투브로 보는데 20대 여성 겨냥하는 건 알겠는데 지지발언과 유세 내용의 절반이 성정치 젠더문제면 곤란하지.. 국민경제에 대해서도 얘기할 수 있고 국내정치 중에서도 사법제도 개편문제나 언론 문제 국제관계 등에서도 충분히 얘기할 수 있어야 하는데 대변인,0.07,0.01,0.06,0.01,0.01,0.01,0.01,0.02,0.1,0.64
"심상정 이후의 진보정당이 새롭게 시작할 수 있도록 차비를 보태주는 마음으로 응원해주셨으면 해요. 

빨간불과 녹색불만 있는 신호등 같은 세상이지만, 노란불 같은 정의당 심상정과 진보정당들이 있어 다른 목소리를 낼 수 있었고, 견딜 수 있었잖아요.",0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.05,0.9
"그래도 혹시나 혹시나 아직도 마음을 정하지 못한 분들이 계실까 싶어 글을 올려봅니다. 이게 당원의 마음인가봐요.

윤석열이 끔찍하게 싫지만, 이재명도 미덥지 않은 분이라면, 지난 5년동안 문재인/더불어민주당에 수없이 실망했던 분이라면, 정의당의 심상정 후보를 생각해봐주셨으면 좋겠어요.",0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.09,0.84
"내일 #종로구 보궐선거가 있다
그곳에는 정의당 #배복주 후보가 있다. 

현장활동가로서 그는 늘 피해자중심의, 한발 더 나아간 정책을 제안하고, 실행가능한 방법을 위해 사람들의 의견에 귀기울이는 사람이었다. 

종로구민들이 그의 활동경력과 공약들을 보고 그를 지지해주면 정말 좋겠다.",0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.05,0.89
얘들아 나 내일 정의당 투표 참관인으로 간다,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.07,0.9
후원은 심상정후보에게 한다 정의당이 아니고 심상정후보에게,0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.08,0.83
"비례는 정의당 찍어오던 언니, 민주당원 나, 투표는 몇 십년째 안해오시던 부모님, 나 태어나고 사십년만에 처음 대동단결로 이번 선거는 윤석열로 통일됐다.",0.03,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.05,0.9
@lbr72332966 정의당 정도의 진보당이 있는 것이 외견상으로는 그럴 듯하나 실제적으로 보여 준 것이 덤당의 종당의 모습 뿐이어서 반성하라는 의미에서라도 이 번에는 개망하는 것이 순리일 듯하네요,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.09,0.89
"[노컷뉴스]심상정 정의당 대선후보, 홍대 상상마당에서 피날레 유세 
발행일시:  2022-03-08 오후 9:51 
https://t.co/JwO71es8dd 
 
#뉴스 #최신뉴스",0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.14,0.79
"[오마이포토] ""소신투표 해달라"" 목청 높인 심상정 #심상정 #2022대선 #정의당 https://t.co/ix3HAzTF5y 오마이포토",0.03,0.01,0.01,0.02,0.0,0.01,0.01,0.02,0.17,0.72
"정의당이 민주당의 상속세 감세안에 찬성표 던진거부터 꽤 인상적이긴 했음
민노당 시절이면 못했지 최소한 ㅋㅋ
통진당 시절엔 했을거란뜻",0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0.07,0.88
@sangjungsim 정의당  찍는것만 이 소신은 아닙니다..물론 대선후보 중 심블리 가 가장 훌륭합니다  그러나 저의 소신 은 최악을 막는겁니다,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.17,0.72
저도 민주당맨들한테 개빡쳐서 걍 소신투표하려다가 불꽃추적단 박지현님이랑 변영주 감독님 영상보고 걍 새벽부터 일찍 사전투표 하고 왔고 정의당에는 후원금 보냈습니다 제가 연락할 수 있는 사람들한테는 전부 저새끼는 안된다 투표독려 했는데 제발🙏 진짜 윤은 안된다 ㅠㅠ https://t.co/FDW8Zwcsc6,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.22,0.71
이미 35도짜리 소주 한병을 비운 상태에서 하는 얘기지만 제 정의당에 대한 분노를 받아줄 수 있는 사람은 정말 몇 안된다고 생각해요 소주 반병까지만 먹을테니까 같이 한잔할 기회가 언젠가 왔으면 좋겠습니다(???,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.89
"@sangjungsim 양당체제  시스템 이 바뀌지 않은 이상  다음에  일 겁니다  안타깝지만 그게 현실이에요   이상형  정의당  현실은 민주당..
정의당 이 집권 하면 훨씬 많이 앞으로 나가겠지만 집권 가능성 없쟎아요..퇴행을 막고 조금이라도 나가려면 민주당 일 수밖에요",0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.09,0.86
"여성의 날 꽃 돌리셨던 분 생각나네.. 
노회찬 없는 정의당에 이제는 부채의식 없다.",0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.48,0.21
정의당 이제 정의떼지 그래... 정의를 놔줘라,0.06,0.01,0.01,0.02,0.0,0.01,0.01,0.05,0.45,0.13
어휴 진짜… 내가 정의당한테 앞으로 표줄 일은 영영 없을듯,0.03,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.74,0.1
@FUCKING_gongshi 헐 저 정의당원인데 1번찍었음요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 성심당의원님한테 도와달라고 전화도받았었는데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 심의원님 죄송ㅠㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.02,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.14,0.75
"Fighting Stigma :  정의당 제주선대본, 제주대 유세에서 심상정지지 호소: 제주선대본은 심상정후보 지지율이 20대에서 가장 높게 나오면서 청년 표심을 집중 공략했다. 제주대학교 정문에서 세 번째 집중유세를 가지며 불평등을 ... https://t.co/TWe8xsflGf",0.03,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.09,0.83
정의당과 심상정 선거운동 기간 내내 고생 많았음. 낙선에 실망하지 않을 수 있는 의미있는 득표가 나오길.,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.87
"@our_herstory 정의당이??

https://t.co/5l81eCnY12",0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.07,0.9
정의당이 저러는 이유? https://t.co/vzV3mibIWd 윤석열이 되던말던 관심없고 하이에나처럼 어떻게 부스러기 주워서 배채울까 고민하는 정당이죠.,0.04,0.01,0.01,0.03,0.01,0.01,0.01,0.07,0.58,0.1
"심상정과 정의당이 보여주는 그 모든 것을 좋아하는 것은 아니다. 하지만 더 나은 세상을 만들기 위한 가치를 이끌어가는 것, 그것은 심상정과 정의당이 할 수 있는 일이기에 나는 내일 흔들림 없이 심상정에게 투표할 것이다.",0.03,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.06,0.87
"심상정과 정의당이 가지는 가치를 지지하는 사람이 국민 100명 중 10명이, 15명이, 30명이 되는 나라는 더 나아질 수 있다고 나는 믿는다. 한국 정치에서 심상정이 가지는 의미와 가치가 너무나도 소중하다.",0.04,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.05,0.85
"그래도 심상정은 완주했다. 국힘과 안철수가 민낯을 드러내는 바람에 최대 피해자가 되었다 볼 수도 있고, 한편 정의당의 덕력 한계이기도 하다. 모든 측면에서 이번 선거는 더 착잡하다.",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.08,0.83
제발 종로구 정의당 제발 종로구 정의당,0.01,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.06,0.82
"@sangjungsim @pheeree 성평등도 노동해방도. 여기에 일관성도 성과도 없는 심상정 후보와 정의당에 실망한 유권자입니다. 진보, 좌파. 넘 부끄럽습니다. 그대도. 민주당도.",0.1,0.01,0.05,0.03,0.01,0.01,0.01,0.08,0.37,0.17
"2번이 너무 싫어서 1번으로 맞서야했다... 
ㅠㅠ후원은 심상정 후보께...
어쩌다보니 정치인 후원은 매번 정의당에만 하게 됨. https://t.co/NXJivmQ94h",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.11,0.8
"지난 총선에서 30년된 선거제 개혁이 좌절된 이후에 정의당이 많이 부족했습니다. 그러나 국민여러분께서 정의당에게 힘보태주신다면, 양당정치를 끝내고 제3지대 대안으로 자격을 가진 정당 감히 정의당이라고 자신있게 말씀드립니다 여러분”",0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.08,0.86
"“저와 정의당 땀흘려 일하는 비정규직 노동자들의 용기가 되고 싶었습니다. 여성들에게 위로가 되고 싶었고, 청년들에게 희망이 되고 싶었습니다. 모든 국민의 삶을 드높이고 싶었습니다. 그렇게 20년을 달려왔습니다. 그럼에도 작은 정당으로 많은 것을 할 수 없었습니다.",0.04,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.06,0.88
"기호 3번 정의당 심상정 후보 피날레 유세 일부 발췌 (타래로) 

“저는 우리 사회에 양당이 대변하지 않는 수많은 시민들과 주류가 되겠다는 소신을 꺾지 않을 것입니다.”",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.08,0.89
"심 상정(정의당 대표)에 겹쳐 놓은 여자가 있다. ""아~소다로""",0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.08,0.84
"이제
정의당은 막살하고
새로운 대안 찾아보시게
젤 먼저
심상정부터 정계은퇴하고...
아님
이재명정부에서
노동부장관으로 일하시던가..
능력을 보여줘얄 것 아냐?
이재명처럼...
맨날
주둥만 나불 나불
그간의 투쟁을 폄훼하는 것 아니고.
지금이 그렇다구요. https://t.co/upYXXBfQLc",0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.6,0.14
진중권과 함께 사라져야 할  정의당. 표 구걸하며 국힘당을 도와주고 있는 심상정! 촛불시민에게 사죄하라! https://t.co/hOpbAmHcMH,0.07,0.01,0.01,0.03,0.01,0.01,0.01,0.11,0.58,0.06
"한국은 이미 다당제. 그럼에도 저렇게 약 파는 건 어떻게든 정의당에만 유리한 선거체제를 만들자는 소린데, 이미 기회를 줘도 위성정당 선거법으로 본인들의 능력부족을 증명한적 있다. https://t.co/2MbQz85mrL",0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.24,0.72
"@HY__annnnnZi ㄹㅇ..딲그거에요.. 사상적으론 정의당이랑 더 잘 맞았는데... 이번 대선에서 너무너무 약간... 실망한게 커서 현타가 좀 진하게왓음요..................사람은 늘 잘할순 없지만 그래도 실수는 안 하려고 노력해야지
이게무슨..
이게뭔..",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.79
"정의당 심상정 후보는 마지막 유세 연설을 한 뒤, 홍대 거리와 연남동 일대를 밤 늦게까지 걸으며 청년 유권자들의 투표와 지지를 당부할 예정입니다.https://t.co/FdOUrF80yR",0.02,0.02,0.02,0.03,0.01,0.06,0.01,0.01,0.04,0.85
"정의당 심상정 대선후보, 20대 대통령선거 ‘피날레 유세’ - [끝까지 LIVE] MBC 중계방송 2022년 03월 08일 https://t.co/coNuiNtK4f - @YouTube",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.13,0.82
준쓰기랑 친정권 아저씨가 했다는 그 대담(?) 캡쳐에 여성들이 정의당에 붙어있었다는 부분에 이의가 있는데… 그랬다고 하기엔 안철수 반토막 이었던 지지율이 해명이 안됨. 그냥 여성들은 어디에도 정을 못 붙이고 있었어. 정의당은 이걸 좀 성찰해 봐야 한다고 생각해. 다른 당들도 편견좀 거둬봐.,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.18,0.66
정의당 근황 https://t.co/xFjTyKhxkc,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.09,0.89
"낼 저녁.... 
개표..
개표 중.. 개표 중단 사태.. 이번에도 일어날까??
큰 일인데...

과거 2차례 정전과 개표 중단 사태 후 …
정의당 여영국 후보 … 개표율 99.98%까지 뒤지다 역전 
사전투표가 뒤집었다 https://t.co/cbOUW2lu15",0.02,0.01,0.01,0.03,0.01,0.02,0.01,0.01,0.07,0.85
"해쳐묵을 준비가 돼있냐.
쩜매이야.
니 막강한 지지세력은 조선일보 티비조선 아이가.
서결인지 성열이.
가장 지독한 좌빨 기득권이 정의당 심상정이지.",0.13,0.01,0.03,0.07,0.04,0.17,0.02,0.63,0.24,0.06
"@sbwlffosem0930 정의당이
정의를 많이 부정해오며.
심상정의 별명이
심상궁일정도로 2중대로
빌붙는 정치를 했으니까요.

생각하면
조선같아요.

듕국에 공물은 바칠망정
국호는 유지한.",0.02,0.01,0.01,0.28,0.01,0.01,0.01,0.02,0.11,0.42
RT)녹색정의당 당대표이자 초선의원인 노민영의 여성보좌관. 능력있고 머리까지 좋아 노민영의 신뢰를 한 몸에 받으며 능력을 발휘하는 당찬 '워킹걸' 정윤희(민지아 분) ( parody_control ),0.06,0.02,0.02,0.05,0.01,0.02,0.01,0.01,0.04,0.86
"#이재명 #나를위해
성공사례 하나 소개할게요.
지인중에 공무원이 있는데, 정의당 심상정 지지자인데, 이거보내주니까 민주당 이재명찍었다네요!!
이재명 대통령, 청와대 가자!! https://t.co/PXq7g2agGm",0.02,0.01,0.01,0.02,0.0,0.02,0.02,0.01,0.09,0.76
"난 심씨와 정의당비례들이 역대급 비호감이다

 https://t.co/kHU765Y4bV",0.05,0.01,0.01,0.03,0.01,0.03,0.01,0.04,0.4,0.22
심상정이 다음 총선이나 대선에 나올지는 모르겠지만 일단 정의당 당직자 수준에서 대대적인 물갈이가 필요하단 생각은 한다,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.1,0.83
우리 식구가 좋아하는 정의당 심상정 화이팅!,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.06,0.89
@Kr_Justice 빤빤하네....,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.44,0.57
@ttyy1001w 와이티엔  저것들은 정의당 만이 홍보하더만 뉴잇져에서조차 정의당까지초대햇네요 애커는 주황색 넥타이를매고  실망큽니다,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.13,0.79
이것만 봐도 정의당은 수틀리면 얼마든지 성차별을 할 수 있습니다. https://t.co/FUR8gsFYjn https://t.co/TjEgNQvX6q,0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.11,0.77
"최근 &lt;중앙일보&gt; 칼럼에서 정의당 류호정 의원, 박가분 작가, 신지예 씨가 청년 남성들의 안티 페미니즘 문제를 놓고 논쟁을 벌였습니다. 

20대 남성의 다수가 안티 페미니즘 성향일까요? 청년 남성들 사이에서 페미니즘에 대한 거부감이 많은 이유는 무엇일까요?

https://t.co/p1K4O3tewW https://t.co/oMcQxcyGTC",0.2,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.06,0.77
"비례대표를 없애야 하나요 ㅋㅋㅋ

정의당 류호정 ""李는 자기가 필요할 때 당신을 찾을 뿐, 20∼30 女유권자 속지 맙시다"" | 다음 뉴스 https://t.co/HvDtgYdWTu",0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.24,0.61
퐁중권 복당 환영으로 정의당은 여성 인권을 챙길 생각이 없음을 증명했습니다. https://t.co/XuevpgcIUu https://t.co/mkdRKYkAZE,0.33,0.01,0.03,0.02,0.01,0.01,0.01,0.04,0.14,0.43
"최근 &lt;중앙일보&gt; 칼럼에서 정의당 류호정 의원, 박가분 작가, 신지예 씨가 청년 남성들의 안티 페미니즘 문제를 놓고 논쟁을 벌였습니다. 

20대 남성의 다수가 안티 페미니즘 성향일까요? 청년 남성들 사이에서 페미니즘에 대한 거부감이 많은 이유는 무엇일까요?

https://t.co/KMQ1utYaaq https://t.co/Fr0kyn8xVf",0.21,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.06,0.75
"그 얘기를 못하네요?
이미 늦은 시간이지만 윤후보와 선거공약등 제대로 공부한거 맞나요?
나름 선방하긴 하던대 민주당과 정의당에게 말발에서 조금 밀리는 아쉬운 느낌이 들었어요",0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.91
"진보독재 심상정 그만 후배에 내줘야는거 아닌가?
정의당 빚만 늘리고 뭐하는 짓이냐? https://t.co/ILgnbXery1",0.06,0.01,0.01,0.02,0.01,0.01,0.01,0.06,0.64,0.08
"개표방송으로 우마무스메 처럼 후보들이 달리기 경주하는거 중계하기 하면 어떨까

이제 정의당 지지자들이 토카이테이오 보는 것 마냥 이제 앞의 두 사람은 아무래도 좋아~~ 이러다가 민주당 지지자들의 눈총 받을 듯",0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.13,0.83
@agasari 더이상 노동자의 대표가 아닌 정의당. 대선 끝나면 정의당 이름부터 바꾸세요. 여성당으로.,0.57,0.01,0.01,0.02,0.01,0.01,0.01,0.06,0.2,0.13
"- 필요할 때 찾아가는 이재명의 선거 서비스라고 한다.

정의당 선대위 홍보전략본부장인 류호정 의원도 “이재명은 자기가 필요할 때 당
신을 찾아갈 뿐”이라고 비판했다.
 https://t.co/fyL8gREoFO",0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.07,0.87
"&lt;자신있게, 소신있게!&gt;

선거날을 하루 앞둔 오늘,
아직까지 선택을 고민하는 누군가를 위해
이렇게 말해 주세요.

“자신있게, 소신있게!”

3월 9일, 내 삶을 가장 가까이에서 
바꿔줄 후보,
심상정을 선택해주세요!
.
.
#소신있게심3정 https://t.co/4lnTHdQic0",0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.85
"엄마랑 오랜만에 통화를 했다.

안철수를 찍으려고 했는데 사퇴해서 찍을 사람이 없다고.

그래서 소곤소곤 심상정은 어때? 라고 물었다 (정의당을 지지하는 건 아는데 따로 살다보니 당직이나 활동은 모르심) 

그랬더니 내가 안그래도 이야기해서 삼촌은 심상정 찍는다고 했다고.",0.03,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.89
"선거날을 하루 앞둔 오늘,
소신투표를 고민하는 분들에게 공유해주세요!


“자신있게, 소신있게, 당당하게!”


3월 9일, 내 삶을 가장 
가까이에서 바꿔줄 유일한 후보
심상정을 선택해주세요!
.
.
#소신있게심3정 https://t.co/MVK2tAMYFE",0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.84
"D-1, 대학가 누빈 심상정 ""다당제·성평등 위해 투표"" #여성 #정의당 #심상정 #2030 #페미니즘 https://t.co/FkWxYhC8Fn 김성욱 기자",0.86,0.02,0.03,0.03,0.01,0.02,0.01,0.05,0.06,0.14
TW :  송영길 “尹 성인지감수성 제로… 2030 여성 이재명 찍는 흐름”: 진행자가 ‘2030 여성 부동층 일부가 정의당 심상정 후보 쪽으로 가고 있다는 분석도 있다’고 지적하자 송 대표는 “그런 것도 있다”면서도 “윤석열 후보처럼 구조적 성 불평등에 대해서 애써 외면하고… https://t.co/vBilyVUnsq https://t.co/ecb3lgLN7O,0.29,0.02,0.02,0.01,0.01,0.01,0.0,0.04,0.13,0.57
"TW :  심상정 ""35년 양당 독점...힘없는 90％ 목소리 지켜야"": 직접 들어보시죠.[심상정 / 정의당 대선 후보] 35년 동안 대한민국 상위 10%만 대표하는 양당이 정치를 독점해왔기 때문에 대한민국이 선진국 중에 최고의 불평등 국가가 된 거 아니겠어요. 여러분? 선거 때… https://t.co/HlBlKwOiAJ https://t.co/ehPWCZI27x",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.14,0.81
"[D-1] 민주 ""2.5%p차 승리"" 국힘 ""10%p차 압승"" 정의당 ""제3지대 열것"" https://t.co/9k563M5m8C",0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.1,0.87
"심상정에게 가는 표는 사실상 사표(死票)입니다.
따라서 심상정에게 찍으면 윤석열이 당선됩니다.
심상정에게 찍을 표는 이재명에게 가는 것이 순리이고 나라를 위한 것입니다.
정의당 민주당은 사실상 정강정책도 비슷하고 동일한 목정을 추구하는 정당입니다.
그러므로 이재명에게 한표....",0.03,0.01,0.01,0.02,0.0,0.01,0.02,0.02,0.1,0.71
정의당 이런 행보에 열받는건 이해하는데 거의.... 이번에 5%도 안나오면 아마 해체위기인것 같아서 이해가 안가는건 아님 https://t.co/rhwatigcm1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.74
"심상정 페미니즘이 교양인 시절도 있었다고...
정의당을 보면 페미니즘이 패션이 된 것도 같다.
심상정이 남자였다면 어떤 인생이었을까?",0.78,0.01,0.02,0.04,0.01,0.01,0.01,0.03,0.05,0.29
망조당 어플로 당원 인증했더니 영업은 못했지만(정의당 찍음) 주변에서 망조당 당원 처음 본다며 놀람..대구니께 뭐,0.01,0.01,0.01,0.03,0.01,0.68,0.02,0.03,0.09,0.13
"제주, 대선 선거운동 마무리...각 정당 선대위 ""현명한 선택"" 호소 
민주 ""능력검증된 이재명 후보""...국힘 ""정권교체 위해 윤석열 후보""
정의당 ""양당정치 종식, 심상정 후보에 소신투표""...유권자 선택은?https://t.co/SFIWzdTqcA",0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.08,0.87
"정의당에 정의없고,
민주당이 더 탐욕,천박,무능하고 악질이라는 걸 보게 된 지금,

앞으로 정당을 지지할 일은 없을 것같다.
정당의 수준이 너무 처참해 
지지는 고사하고 관심을 주는 것조차 시간이 아깝기때문.

민주당을 재건하건 새로 짓건 관심없다.

환국, 탕평 등으로 공무원을 다룰 뿐.",0.06,0.0,0.01,0.05,0.01,0.04,0.01,0.12,0.45,0.05
박원순 성범죄 피해자에게 '피해호소인' 뻘소리한 기억은 삭제하고 박원순 들먹이나. 정의당 내 성범죄 수사를 덮고서도 페미니즘 운운하나.,0.44,0.01,0.02,0.02,0.01,0.02,0.02,0.1,0.31,0.09
